Layer;Neuron;Weight;Value;
0;0;0;-0,216636591799783;
0;0;1;0,0643040146065379;
0;0;2;0,336336482812215;
0;0;3;-0,314183840364357;
0;0;4;0,193950911022786;
0;0;5;0,276641953149733;
0;0;6;0,0350845300226632;
0;0;7;0,0145916008076102;
0;0;8;-0,414697877155502;
0;0;9;-0,163512461866123;
0;1;0;-0,195074445146671;
0;1;1;-0,300729504158244;
0;1;2;-0,127328557334791;
0;1;3;0,235446900674876;
0;1;4;-0,166381221782076;
0;1;5;-0,340391196138328;
0;1;6;0,281280060091482;
0;1;7;-0,430147598951769;
0;1;8;-0,236893856487213;
0;1;9;-0,145898772741492;
0;2;0;0,409454714999546;
0;2;1;0,394313706307019;
0;2;2;-0,0510403017439013;
0;2;3;0,363388436588402;
0;2;4;0,0709251208769532;
0;2;5;-0,0995041492065692;
0;2;6;0,0711587599634694;
0;2;7;-0,271688334946233;
0;2;8;0,381251832093452;
0;2;9;0,0232757122300224;
0;3;0;-0,289555565124654;
0;3;1;0,213791691113198;
0;3;2;0,350086071519037;
0;3;3;0,0441212131564998;
0;3;4;0,417445540258562;
0;3;5;0,260732235548398;
0;3;6;0,215981778187784;
0;3;7;-0,00684541990724977;
0;3;8;0,211459997023971;
0;3;9;0,320699769122999;
0;4;0;0,225497148892387;
0;4;1;-0,039955347206314;
0;4;2;0,00309306581234802;
0;4;3;0,192236990307443;
0;4;4;0,244666459485194;
0;4;5;0,451841901020514;
0;4;6;0,153679409501902;
0;4;7;-0,346080313525418;
0;4;8;-0,272230253042941;
0;4;9;0,316262203354706;
0;5;0;-0,00270603747486767;
0;5;1;0,0700780881606276;
0;5;2;0,37707510409455;
0;5;3;0,213045196019573;
0;5;4;0,262382000771069;
0;5;5;-0,27647954008338;
0;5;6;-0,331402889900589;
0;5;7;0,417747699535136;
0;5;8;0,367452077785479;
0;5;9;-0,138620105456995;
0;6;0;-0,0122343379474113;
0;6;1;-0,397101523845066;
0;6;2;0,138668915734115;
0;6;3;0,290166434657671;
0;6;4;0,267546603401196;
0;6;5;-0,216049236446356;
0;6;6;0,409133425687045;
0;6;7;-0,0964085852490941;
0;6;8;0,261025767768679;
0;6;9;0,126562805352732;
0;7;0;0,281014258452695;
0;7;1;-0,239557997600101;
0;7;2;0,432827860961658;
0;7;3;-0,0550312233719001;
0;7;4;0,338259394024197;
0;7;5;0,100392135111078;
0;7;6;0,0836435082529863;
0;7;7;0,0014071109163968;
0;7;8;0,307312210675091;
0;7;9;-0,156699850664223;
0;8;0;-0,382843522657482;
0;8;1;-0,225349322612711;
0;8;2;-0,165409683847645;
0;8;3;0,134300810622917;
0;8;4;-0,228238882765596;
0;8;5;-0,412102359264708;
0;8;6;0,0131859751687201;
0;8;7;-0,140171580914432;
0;8;8;0,249965038735566;
0;8;9;0,391873066933913;
0;9;0;-0,191332822630835;
0;9;1;0,378626350958983;
0;9;2;-0,0339514792384237;
0;9;3;-0,361208358689921;
0;9;4;0,350299957224589;
0;9;5;-0,251678764362411;
0;9;6;-0,0683385835982553;
0;9;7;-0,278698385252499;
0;9;8;0,251944835222315;
0;9;9;-0,364877916878566;
1;0;0;0,0529343800400078;
1;0;1;-0,257399383353721;
1;0;2;0,467206742599237;
1;0;3;0,193594111918283;
1;0;4;0,253034152441208;
1;0;5;0,148697945591387;
1;0;6;0,372775084279839;
1;0;7;-0,00178137957201402;
1;0;8;-0,205210944966046;
1;0;9;-0,402675501956919;
1;1;0;0,245447303981263;
1;1;1;0,278007319559347;
1;1;2;-0,206547066432679;
1;1;3;0,173780227859402;
1;1;4;0,288462485553912;
1;1;5;0,288250368455542;
1;1;6;-0,377130862268215;
1;1;7;0,174791122635264;
1;1;8;0,245169463448771;
1;1;9;-0,193737465745647;
1;2;0;-0,332819054756695;
1;2;1;-0,138519055041726;
1;2;2;-0,185730542375581;
1;2;3;-0,139488216321677;
1;2;4;-0,33757837854213;
1;2;5;-0,0190536684911017;
1;2;6;-0,451303714863632;
1;2;7;-0,289809815022075;
1;2;8;0,442316905568501;
1;2;9;0,330871745399605;
1;3;0;0,336734997963875;
1;3;1;0,413010477979207;
1;3;2;0,0209274760079232;
1;3;3;-0,479644529511987;
1;3;4;-0,0163307224942049;
1;3;5;0,383841926643551;
1;3;6;-0,480062782755151;
1;3;7;-0,077191291645724;
1;3;8;0,192134888699341;
1;3;9;0,475458603806542;
1;4;0;0,123088745224797;
1;4;1;-0,408194541888402;
1;4;2;0,179815040752206;
1;4;3;-0,0217171434879849;
1;4;4;0,127435535019001;
1;4;5;-0,384889672456723;
1;4;6;-0,327325543773978;
1;4;7;-0,391272624903951;
1;4;8;0,478702427343793;
1;4;9;-0,0408198961712513;
1;5;0;0,420436867010052;
1;5;1;-0,424580328597026;
1;5;2;0,105725797640963;
1;5;3;-0,120675345706137;
1;5;4;-0,107477631237115;
1;5;5;-0,0137236758664827;
1;5;6;-0,10817124722906;
1;5;7;-0,0504776647083823;
1;5;8;-0,415401129943971;
1;5;9;-0,34499240752542;
1;6;0;-0,192761989167315;
1;6;1;0,441272321595471;
1;6;2;-0,119557544411885;
1;6;3;-0,347147248148521;
1;6;4;0,268107015065899;
1;6;5;-0,195418909050254;
1;6;6;-0,260972788911766;
1;6;7;0,154853905390414;
1;6;8;-0,177639244905505;
1;6;9;0,114127645555012;
1;7;0;0,00518933288063361;
1;7;1;0,238392199733477;
1;7;2;-0,277536000487179;
1;7;3;0,180696742926117;
1;7;4;0,184138764945855;
1;7;5;0,353510796489898;
1;7;6;0,433585957593092;
1;7;7;-0,462484271248097;
1;7;8;0,333589530472453;
1;7;9;0,352169318055813;
1;8;0;0,206108014893768;
1;8;1;0,492573610969155;
1;8;2;-0,0544921953950507;
1;8;3;-0,0853703271529499;
1;8;4;-0,395655376788068;
1;8;5;-0,00868044211933411;
1;8;6;0,0336608931113318;
1;8;7;-0,469020044416664;
1;8;8;-0,257387446592277;
1;8;9;0,390859733750513;
1;9;0;0,258609756714948;
1;9;1;0,284567447278913;
1;9;2;0,238542719156734;
1;9;3;-0,402159599076099;
1;9;4;-0,0254172168324782;
1;9;5;-0,152996687522622;
1;9;6;0,368093365276276;
1;9;7;0,369700164007815;
1;9;8;-0,176151478046622;
1;9;9;-0,363180651265746;
