100;200;300;0
99,9;199,9;299,9;0
99,8;199,8;299,8;0
99,7;199,7;299,7;0
99,6;199,6;299,6;0
99,5;199,5;299,5;0
99,4;199,4;299,4;0
99,3;199,3;299,3;0
99,2;199,2;299,2;0
99,1;199,1;299,1;0
99;199;299;0
98,9;198,9;298,9;0
98,8;198,8;298,8;0
98,7;198,7;298,7;0
98,6;198,6;298,6;0
98,5;198,5;298,5;0
98,4;198,4;298,4;0
98,3;198,3;298,3;0
98,2;198,2;298,2;0
98,1;198,1;298,1;0
98;198;298;0
97,9;197,9;297,9;0
97,8;197,8;297,8;0
97,7;197,7;297,7;0
97,6;197,6;297,6;0
97,5;197,5;297,5;0
97,4;197,4;297,4;0
97,3;197,3;297,3;0
97,2;197,2;297,2;0
97,1;197,1;297,1;0
97;197;297;0
96,9;196,9;296,9;0
96,8;196,8;296,8;0
96,7;196,7;296,7;0
96,6;196,6;296,6;0
96,5;196,5;296,5;0
96,4;196,4;296,4;0
96,3;196,3;296,3;0
96,2;196,2;296,2;0
96,1;196,1;296,1;0
96;196;296;0
95,9;195,9;295,9;0
95,8;195,8;295,8;0
95,7;195,7;295,7;0
95,6;195,6;295,6;0
95,5;195,5;295,5;0
95,4;195,4;295,4;0
95,3;195,3;295,3;0
95,2;195,2;295,2;0
95,1;195,1;295,1;0
95;195;295;0
94,9;194,9;294,9;0
94,8;194,8;294,8;0
94,7;194,7;294,7;0
94,6;194,6;294,6;0
94,5;194,5;294,5;0
94,4;194,4;294,4;0
94,3;194,3;294,3;0
94,2;194,2;294,2;0
94,1;194,1;294,1;0
94;194;294;0
93,9;193,9;293,9;0
93,8;193,8;293,8;0
93,7;193,7;293,7;0
93,6;193,6;293,6;0
93,5;193,5;293,5;0
93,4;193,4;293,4;0
93,3;193,3;293,3;0
93,2;193,2;293,2;0
93,1;193,1;293,1;0
93;193;293;0
92,9;192,9;292,9;0
92,8;192,8;292,8;0
92,7;192,7;292,7;0
92,6;192,6;292,6;0
92,5;192,5;292,5;0
92,4;192,4;292,4;0
92,3;192,3;292,3;0
92,2;192,2;292,2;0
92,1;192,1;292,1;0
92;192;292;0
91,9;191,9;291,9;0
91,8;191,8;291,8;0
91,7;191,7;291,7;0
91,6;191,6;291,6;0
91,5;191,5;291,5;0
91,4;191,4;291,4;0
91,3;191,3;291,3;0
91,2;191,2;291,2;0
91,1;191,1;291,1;0
91;191;291;0
90,9;190,9;290,9;0
90,8;190,8;290,8;0
90,7;190,7;290,7;0
90,6;190,6;290,6;0
90,5;190,5;290,5;0
90,4;190,4;290,4;0
90,3;190,3;290,3;0
90,2;190,2;290,2;0
90,1;190,1;290,1;0
90;190;290;0
89,9;189,9;289,9;0
89,8;189,8;289,8;0
89,7;189,7;289,7;0
89,6;189,6;289,6;0
89,5;189,5;289,5;0
89,4;189,4;289,4;0
89,3;189,3;289,3;0
89,2;189,2;289,2;0
89,1;189,1;289,1;0
89;189;289;0
88,9;188,9;288,9;0
88,8;188,8;288,8;0
88,7;188,7;288,7;0
88,6;188,6;288,6;0
88,5;188,5;288,5;0
88,4;188,4;288,4;0
88,3;188,3;288,3;0
88,2;188,2;288,2;0
88,1;188,1;288,1;0
88;188;288;0
87,9;187,9;287,9;0
87,8;187,8;287,8;0
87,7;187,7;287,7;0
87,6;187,6;287,6;0
87,5;187,5;287,5;0
87,4;187,4;287,4;0
87,3;187,3;287,3;0
87,2;187,2;287,2;0
87,1;187,1;287,1;0
87;187;287;0
86,9;186,9;286,9;0
86,8;186,8;286,8;0
86,7;186,7;286,7;0
86,6;186,6;286,6;0
86,5;186,5;286,5;0
86,4;186,4;286,4;0
86,3;186,3;286,3;0
86,2;186,2;286,2;0
86,1;186,1;286,1;0
86;186;286;0
85,9;185,9;285,9;0
85,8;185,8;285,8;0
85,7;185,7;285,7;0
85,6;185,6;285,6;0
85,5;185,5;285,5;0
85,4;185,4;285,4;0
85,3;185,3;285,3;0
85,2;185,2;285,2;0
85,1;185,1;285,1;0
85;185;285;0
84,9;184,9;284,9;0
84,8;184,8;284,8;0
84,7;184,7;284,7;0
84,6;184,6;284,6;0
84,5;184,5;284,5;0
84,4;184,4;284,4;0
84,3;184,3;284,3;0
84,2;184,2;284,2;0
84,1;184,1;284,1;0
84;184;284;0
83,9;183,9;283,9;0
83,8;183,8;283,8;0
83,7;183,7;283,7;0
83,6;183,6;283,6;0
83,5;183,5;283,5;0
83,4;183,4;283,4;0
83,3;183,3;283,3;0
83,2;183,2;283,2;0
83,1;183,1;283,1;0
83;183;283;0
82,9;182,9;282,9;0
82,8;182,8;282,8;0
82,7;182,7;282,7;0
82,6;182,6;282,6;0
82,5;182,5;282,5;0
82,4;182,4;282,4;0
82,3;182,3;282,3;0
82,2;182,2;282,2;0
82,1;182,1;282,1;0
82;182;282;0
81,9;181,9;281,9;0
81,8;181,8;281,8;0
81,7;181,7;281,7;0
81,6;181,6;281,6;0
81,5;181,5;281,5;0
81,4;181,4;281,4;0
81,3;181,3;281,3;0
81,2;181,2;281,2;0
81,1;181,1;281,1;0
81;181;281;0
80,9;180,9;280,9;0
80,8;180,8;280,8;0
80,7;180,7;280,7;0
80,6;180,6;280,6;0
80,5;180,5;280,5;0
80,4;180,4;280,4;0
80,3;180,3;280,3;0
80,2;180,2;280,2;0
80,1;180,1;280,1;0
70;170;270;1
69,9;169,9;269,9;1
69,8;169,8;269,8;1
69,7;169,7;269,7;1
69,6;169,6;269,6;1
69,5;169,5;269,5;1
69,4;169,4;269,4;1
69,3;169,3;269,3;1
69,2;169,2;269,2;1
69,1;169,1;269,1;1
69;169;269;1
68,9;168,9;268,9;1
68,8;168,8;268,8;1
68,7;168,7;268,7;1
68,6;168,6;268,6;1
68,5;168,5;268,5;1
68,4;168,4;268,4;1
68,3;168,3;268,3;1
68,2;168,2;268,2;1
68,1;168,1;268,1;1
