Layer;Neuron;Weight;Value;
0;0;0;0,163499844366899;
0;0;1;0,327300968439965;
0;0;2;-0,258289708228702;
0;0;3;-0,328233633153871;
0;0;4;-0,336903137621612;
0;0;5;0,126759666869726;
0;0;6;0,0682627431621688;
0;0;7;0,38513076005433;
0;0;8;0,19321855131798;
0;0;9;0,259084643788614;
0;1;0;-0,0380944171568272;
0;1;1;-0,0300701705073504;
0;1;2;-0,220697996812369;
0;1;3;-0,309384842742521;
0;1;4;-0,405156323904654;
0;1;5;-0,2754091114962;
0;1;6;-0,135242439795095;
0;1;7;0,273995175183729;
0;1;8;0,396572346945569;
0;1;9;0,36478949467872;
0;2;0;0,298096185022729;
0;2;1;-0,0973808949469099;
0;2;2;-0,000115996198268642;
0;2;3;0,312973628338713;
0;2;4;-0,37356255754546;
0;2;5;-0,282064394489274;
0;2;6;-0,396442556789166;
0;2;7;0,0550242483586055;
0;2;8;0,144718657317552;
0;2;9;0,157521700440859;
0;3;0;0,22922941294472;
0;3;1;0,396333915874246;
0;3;2;0,169448121788345;
0;3;3;-0,291034786276063;
0;3;4;0,0310156302399088;
0;3;5;-0,140832967609897;
0;3;6;-0,0122462750447006;
0;3;7;-0,431399135812681;
0;3;8;-0,472170230548242;
0;3;9;-0,0251378214988265;
0;4;0;0,199558112880022;
0;4;1;-0,284079792199222;
0;4;2;-0,0571018951442841;
0;4;3;0,30733625362188;
0;4;4;-0,213817012563119;
0;4;5;-0,299056414223082;
0;4;6;0,0926873753127935;
0;4;7;-0,350054328096139;
0;4;8;0,315813449702873;
0;4;9;0,282021141188551;
0;5;0;-0,305053602192997;
0;5;1;0,382854220139021;
0;5;2;0,276169877233268;
0;5;3;0,118277587700402;
0;5;4;-0,203677537078267;
0;5;5;0,0836972482284283;
0;5;6;-0,0585515969796234;
0;5;7;0,329023768534923;
0;5;8;-0,289620813110456;
0;5;9;-0,32303595996705;
0;6;0;-0,0191707337800277;
0;6;1;0,216849335050933;
0;6;2;-0,0605878707032756;
0;6;3;0,0917219812796149;
0;6;4;-0,440775660990174;
0;6;5;0,241528465018678;
0;6;6;-0,405239002224691;
0;6;7;-0,259778536349251;
0;6;8;0,206535314824855;
0;6;9;0,223673856460263;
0;7;0;0,0267662229073094;
0;7;1;0,100127968912008;
0;7;2;-0,108562893069166;
0;7;3;-0,0282046584859372;
0;7;4;-0,339924615473633;
0;7;5;0,387718944985808;
0;7;6;0,361142732570693;
