50;100;0
26;101;0
14;102;0
8;103;0
5;104;0
3,5;105;0
2,75;106;0
2,375;107;0
2,1875;108;0
2,09375;109;0
2,046875;110;0
2,0234375;111;0
2,01171875;112;0
2,005859375;113;0
2,0029296875;114;0
2,0014648438;115;0
2,0007324219;116;0
2,0003662109;117;0
2,0001831055;118;0
2,0000915527;119;0
2,0000457764;120;0
2,0000228882;121;0
2,0000114441;122;0
2,000005722;123;0
2,000002861;124;0
2,0000014305;125;0
2,0000007153;126;0
2,0000003576;127;0
2,0000001788;128;0
2,0000000894;129;0
2,0000000447;130;0
2,0000000224;131;0
2,0000000112;132;0
2,0000000056;133;0
2,0000000028;134;0
2,0000000014;135;0
2,0000000007;136;0
2,0000000003;137;0
2,0000000002;138;0
2,0000000001;139;0
2;140;0
2;141;0
2;142;0
2;143;0
2;144;0
2;145;0
2;146;0
2;147;0
2;148;0
2;149;0
2;150;0
2;151;0
2;152;0
2;153;0
2;154;0
2;155;0
2;156;0
2;157;0
2;158;0
2;159;0
2;160;0
2;161;0
2;162;0
2;163;0
2;164;0
2;165;0
2;166;0
2;167;0
2;168;0
2;169;0
2;170;0
2;171;0
2;172;0
2;173;0
2;174;0
2;175;0
2;176;0
2;177;0
2;178;0
2;179;0
2;180;0
2;181;0
2;182;0
2;183;0
2;184;0
2;185;0
2;186;0
2;187;0
2;188;0
2;189;0
2;190;0
2;191;0
2;192;0
2;193;0
2;194;0
2;195;0
2;196;0
2;197;0
2;198;0
2;199;0
2;200;0
2;201;0
2;202;0
2;203;0
2;204;0
2;205;0
2;206;0
2;207;0
2;208;0
2;209;0
2;210;0
2;211;0
2;212;0
2;213;0
2;214;0
2;215;0
2;216;0
2;217;0
2;218;0
2;219;0
2;220;0
2;221;0
2;222;0
2;223;0
2;224;0
2;225;0
2;226;0
2;227;0
2;228;0
2;229;0
2;230;0
2;231;0
2;232;0
2;233;0
2;234;0
2;235;0
2;236;0
2;237;0
2;238;0
2;239;0
2;240;0
2;241;0
2;242;0
2;243;0
2;244;0
2;245;0
2;246;0
2;247;0
2;248;0
2;249;0
2;250;0
2;251;0
2;252;0
2;253;0
2;254;0
2;255;0
2;256;0
2;257;0
2;258;0
2;259;0
2;260;0
2;261;0
2;262;0
2;263;0
2;264;0
2;265;0
2;266;0
