500;1000;0,1;10;0
499;902;1,1;11;0
498;813,8;2,1;12;0
497;734,42;3,1;13;0
496;662,978;4,1;14;0
495;598,6802;5,1;15;0
494;540,81218;6,1;16;0
493;488,730962;7,1;17;0
492;441,8578658;8,1;18;0
491;399,67207922;9,1;19;0
490;361,704871298;10,1;20;0
489;327,5343841682;11,1;21;0
488;296,7809457514;12,1;22;0
487;269,1028511762;13,1;23;0
486;244,1925660586;14,1;24;0
485;221,7733094528;15,1;25;0
484;201,5959785075;16,1;26;0
483;183,4363806567;17,1;27;0
482;167,0927425911;18,1;28;0
481;152,383468332;19,1;29;0
480;139,1451214988;20,1;30;0
479;127,2306093489;21,1;31;0
478;116,507548414;22,1;32;0
477;106,8567935726;23,1;33;0
476;98,1711142153;24,1;34;0
475;90,3540027938;25,1;35;0
474;83,3186025144;26,1;36;0
473;76,986742263;27,1;37;0
472;71,2880680367;28,1;38;0
471;66,159261233;29,1;39;0
470;61,5433351097;30,1;40;0
469;57,3890015987;31,1;41;0
468;53,6501014389;32,1;42;0
467;50,285091295;33,1;43;0
466;47,2565821655;34,1;44;0
465;44,5309239489;35,1;45;0
464;42,077831554;36,1;46;0
463;39,8700483986;37,1;47;0
462;37,8830435588;38,1;48;0
461;36,0947392029;39,1;49;0
460;34,4852652826;40,1;50;0
459;33,0367387543;41,1;51;0
458;31,7330648789;42,1;52;0
457;30,559758391;43,1;53;0
456;29,5037825519;44,1;54;0
455;28,5534042967;45,1;55;0
454;27,6980638671;46,1;56;0
453;26,9282574803;47,1;57;0
452;26,2354317323;48,1;58;0
451;25,6118885591;49,1;59;0
450;25,0506997032;50,1;60;0
449;24,5456297329;51,1;61;0
448;24,0910667596;52,1;62;0
447;23,6819600836;53,1;63;0
446;23,3137640753;54,1;64;0
445;22,9823876677;55,1;65;0
444;22,684148901;56,1;66;0
443;22,4157340109;57,1;67;0
442;22,1741606098;58,1;68;0
441;21,9567445488;59,1;69;0
440;21,7610700939;60,1;70;0
439;21,5849630845;61,1;71;0
438;21,4264667761;62,1;72;0
437;21,2838200985;63,1;73;0
436;21,1554380886;64,1;74;0
435;21,0398942798;65,1;75;0
434;20,9359048518;66,1;76;0
433;20,8423143666;67,1;77;0
432;20,7580829299;68,1;78;0
431;20,6822746369;69,1;79;0
430;20,6140471733;70,1;80;0
429;20,5526424559;71,1;81;0
428;20,4973782103;72,1;82;0
427;20,4476403893;73,1;83;0
426;20,4028763504;74,1;84;0
425;20,3625887153;75,1;85;0
424;20,3263298438;76,1;86;0
423;20,2936968594;77,1;87;0
422;20,2643271735;78,1;88;0
421;20,2378944561;79,1;89;0
420;20,2141050105;80,1;90;0
419;20,1926945095;81,1;91;0
418;20,1734250585;82,1;92;0
417;20,1560825527;83,1;93;0
416;20,1404742974;84,1;94;0
415;20,1264268677;85,1;95;0
414;20,1137841809;86,1;96;0
413;20,1024057628;87,1;97;0
412;20,0921651865;88,1;98;0
411;20,0829486679;89,1;99;0
410;20,0746538011;90,1;100;0
409;20,067188421;91,1;101;0
408;20,0604695789;92,1;102;0
407;20,054422621;93,1;103;0
406;20,0489803589;94,1;104;0
405;20,044082323;95,1;105;0
404;20,0396740907;96,1;106;0
403;20,0357066816;97,1;107;0
402;20,0321360135;98,1;108;0
401;20,0289224121;99,1;109;0
400;20,0260301709;100,1;110;0
399;20,0234271538;101,1;111;0
398;20,0210844384;102,1;112;0
397;20,0189759946;103,1;113;0
396;20,0170783951;104,1;114;0
395;20,0153705556;105,1;115;0
394;20,0138335001;106,1;116;0
393;20,0124501501;107,1;117;0
392;20,011205135;108,1;118;0
391;20,0100846215;109,1;119;0
390;20,0090761594;110,1;120;0
389;20,0081685434;111,1;121;0
388;20,0073516891;112,1;122;0
387;20,0066165202;113,1;123;0
386;20,0059548682;114,1;124;0
385;20,0053593814;115,1;125;0
384;20,0048234432;116,1;126;0
383;20,0043410989;117,1;127;0
382;20,003906989;118,1;128;0
381;20,0035162901;119,1;129;0
380;20,0031646611;120,1;130;0
379;20,002848195;121,1;131;0
378;20,0025633755;122,1;132;0
377;20,0023070379;123,1;133;0
376;20,0020763341;124,1;134;0
375;20,0018687007;125,1;135;0
374;20,0016818307;126,1;136;0
373;20,0015136476;127,1;137;0
372;20,0013622828;128,1;138;0
371;20,0012260546;129,1;139;0
370;20,0011034491;130,1;140;0
369;20,0009931042;131,1;141;0
368;20,0008937938;132,1;142;0
367;20,0008044144;133,1;143;0
366;20,000723973;134,1;144;0
365;20,0006515757;135,1;145;0
364;20,0005864181;136,1;146;0
363;20,0005277763;137,1;147;0
362;20,0004749987;138,1;148;0
361;20,0004274988;139,1;149;0
360;20,0003847489;140,1;150;0
359;20,000346274;141,1;151;0
358;20,0003116466;142,1;152;0
357;20,000280482;143,1;153;0
356;20,0002524338;144,1;154;0
355;20,0002271904;145,1;155;0
354;20,0002044713;146,1;156;0
353;20,0001840242;147,1;157;0
352;20,0001656218;148,1;158;0
351;20,0001490596;149,1;159;0
350;20,0001341536;150,1;160;0
349;20,0001207383;151,1;161;0
348;20,0001086645;152,1;162;0
347;20,000097798;153,1;163;0
346;20,0000880182;154,1;164;0
345;20,0000792164;155,1;165;0
344;20,0000712947;156,1;166;0
343;20,0000641653;157,1;167;0
342;20,0000577487;158,1;168;0
341;20,0000519739;159,1;169;0
340;20,0000467765;160,1;170;0
339;20,0000420988;161,1;171;0
338;20,000037889;162,1;172;0
337;20,0000341001;163,1;173;0
336;20,0000306901;164,1;174;0
335;20,000027621;165,1;175;0
334;20,0000248589;166,1;176;0
333;20,000022373;167,1;177;0
332;20,0000201357;168,1;178;0
331;20,0000181222;169,1;179;0
330;20,00001631;170,1;180;0
329;20,000014679;171,1;181;0
328;20,0000132111;172,1;182;0
327;20,00001189;173,1;183;0
326;20,000010701;174,1;184;0
325;20,0000096309;175,1;185;0
324;20,0000086678;176,1;186;0
323;20,000007801;177,1;187;0
322;20,0000070209;178,1;188;0
321;20,0000063188;179,1;189;0
320;20,0000056869;180,1;190;0
319;20,0000051182;181,1;191;0
318;20,0000046064;182,1;192;0
317;20,0000041458;183,1;193;0
316;20,0000037312;184,1;194;0
315;20,0000033581;185,1;195;0
314;20,0000030223;186,1;196;0
313;20,00000272;187,1;197;0
312;20,000002448;188,1;198;0
311;20,0000022032;189,1;199;0
310;20,0000019829;190,1;200;0
309;20,0000017846;191,1;201;0
308;20,0000016062;192,1;202;0
307;20,0000014455;193,1;203;0
306;20,000001301;194,1;204;0
305;20,0000011709;195,1;205;0
304;20,0000010538;196,1;206;0
303;20,0000009484;197,1;207;0
302;20,0000008536;198,1;208;0
