0,1;0,2;0,5;0
0,101;0,3;0,8;0
0,102;0,4;1,1;0
0,103;0,5;1,4;0
0,104;0,6;1,7;0
0,105;0,7;2;0
0,106;0,8;2,3;0
0,107;0,9;2,6;0
0,108;1;2,9;0
0,109;1,1;3,2;0
0,11;1,2;3,5;0
0,111;1,3;3,8;0
0,112;1,4;4,1;0
0,113;1,5;4,4;0
0,114;1,6;4,7;0
0,115;1,7;5;0
0,116;1,8;5,3;0
0,117;1,9;5,6;0
0,118;2;5,9;0
0,119;2,1;6,2;0
0,12;2,2;6,5;0
0,121;2,3;6,8;0
0,122;2,4;7,1;0
0,123;2,5;7,4;0
0,124;2,6;7,7;0
0,125;2,7;8;0
0,126;2,8;8,3;0
0,127;2,9;8,6;0
0,128;3;8,9;0
0,129;3,1;9,2;0
0,13;3,2;9,5;0
0,131;3,3;9,8;0
0,132;3,4;10,1;0
0,133;3,5;10,4;0
0,134;3,6;10,7;0
0,135;3,7;11;0
0,136;3,8;11,3;0
0,137;3,9;11,6;0
0,138;4;11,9;0
0,139;4,1;12,2;0
0,14;4,2;12,5;0
0,141;4,3;12,8;0
0,142;4,4;13,1;0
0,143;4,5;13,4;0
0,144;4,6;13,7;0
0,145;4,7;14;0
0,146;4,8;14,3;0
0,147;4,9;14,6;0
0,148;5;14,9;0
0,149;5,1;15,2;0
0,15;5,2;15,5;0
0,151;5,3;15,8;0
0,152;5,4;16,1;0
0,153;5,5;16,4;0
0,154;5,6;16,7;0
0,155;5,7;17;0
0,156;5,8;17,3;0
0,157;5,9;17,6;0
0,158;6;17,9;0
0,159;6,1;18,2;0
0,16;6,2;18,5;0
0,161;6,3;18,8;0
0,162;6,4;19,1;0
0,163;6,5;19,4;0
0,164;6,6;19,7;0
0,165;6,7;20;0
0,166;6,8;20,3;0
0,167;6,9;20,6;0
0,168;7;20,9;0
0,169;7,1;21,2;0
0,17;7,2;21,5;0
0,171;7,3;21,8;0
0,172;7,4;22,1;0
0,173;7,5;22,4;0
0,174;7,6;22,7;0
0,175;7,7;23;0
0,176;7,8;23,3;0
0,177;7,9;23,6;0
0,178;8;23,9;0
0,179;8,1;24,2;0
0,18;8,2;24,5;0
0,181;8,3;24,8;0
0,182;8,4;25,1;0
0,183;8,5;25,4;0
0,184;8,6;25,7;0
0,185;8,7;26;0
0,186;8,8;26,3;0
0,187;8,9;26,6;0
0,188;9;26,9;0
0,189;9,1;27,2;0
0,19;9,2;27,5;0
0,191;9,3;27,8;0
0,192;9,4;28,1;0
0,193;9,5;28,4;0
0,194;9,6;28,7;0
0,195;9,7;29;0
0,196;9,8;29,3;0
0,197;9,9;29,6;0
0,198;10;29,9;0
0,199;10,1;30,2;0
0,2;10,2;30,5;0
0,201;10,3;30,8;0
0,202;10,4;31,1;0
0,203;10,5;31,4;0
0,204;10,6;31,7;0
0,205;10,7;32;0
0,206;10,8;32,3;0
0,207;10,9;32,6;0
0,208;11;32,9;0
0,209;11,1;33,2;0
0,21;11,2;33,5;0
0,211;11,3;33,8;0
0,212;11,4;34,1;0
0,213;11,5;34,4;0
0,214;11,6;34,7;0
0,215;11,7;35;0
0,216;11,8;35,3;0
0,217;11,9;35,6;0
0,218;12;35,9;0
0,219;12,1;36,2;0
0,22;12,2;36,5;0
0,221;12,3;36,8;0
0,222;12,4;37,1;0
0,223;12,5;37,4;0
0,224;12,6;37,7;0
0,225;12,7;38;0
0,226;12,8;38,3;0
0,227;12,9;38,6;0
0,228;13;38,9;0
0,229;13,1;39,2;0
0,23;13,2;39,5;0
0,231;13,3;39,8;0
0,232;13,4;40,1;0
0,233;13,5;40,4;0
0,234;13,6;40,7;0
0,235;13,7;41;0
0,236;13,8;41,3;0
0,237;13,9;41,6;0
0,238;14;41,9;0
0,239;14,1;42,2;0
0,24;14,2;42,5;0
0,241;14,3;42,8;0
0,242;14,4;43,1;0
0,243;14,5;43,4;0
0,244;14,6;43,7;0
0,245;14,7;44;0
0,246;14,8;44,3;0
0,247;14,9;44,6;0
0,248;15;44,9;0
0,249;15,1;45,2;0
0,25;15,2;45,5;0
0,251;15,3;45,8;0
0,252;15,4;46,1;0
0,253;15,5;46,4;0
0,254;15,6;46,7;0
0,255;15,7;47;0
0,256;15,8;47,3;0
0,257;15,9;47,6;0
0,258;16;47,9;0
0,259;16,1;48,2;0
0,26;16,2;48,5;0
0,261;16,3;48,8;0
0,262;16,4;49,1;0
0,263;16,5;49,4;0
0,264;16,6;49,7;0
0,265;16,7;50;0
0,266;16,8;50,3;0
0,267;16,9;50,6;0
0,268;17;50,9;0
0,269;17,1;51,2;0
0,27;17,2;51,5;0
0,271;17,3;51,8;0
0,272;17,4;52,1;0
0,273;17,5;52,4;0
0,274;17,6;52,7;0
