1000;100;-100;10;0
999;99,9;-99,9;10,5;0
998;99,8;-99,8;11;0
997;99,7;-99,7;11,5;0
996;99,6;-99,6;12;0
995;99,5;-99,5;12,5;0
994;99,4;-99,4;13;0
993;99,3;-99,3;13,5;0
992;99,2;-99,2;14;0
991;99,1;-99,1;14,5;0
990;99;-99;15;0
989;98,9;-98,9;15,5;0
988;98,8;-98,8;16;0
987;98,7;-98,7;16,5;0
986;98,6;-98,6;17;0
985;98,5;-98,5;17,5;0
984;98,4;-98,4;18;0
983;98,3;-98,3;18,5;0
982;98,2;-98,2;19;0
981;98,1;-98,1;19,5;0
980;98;-98;20;0
979;97,9;-97,9;20,5;0
978;97,8;-97,8;21;0
977;97,7;-97,7;21,5;0
976;97,6;-97,6;22;0
975;97,5;-97,5;22,5;0
974;97,4;-97,4;23;0
973;97,3;-97,3;23,5;0
972;97,2;-97,2;24;0
971;97,1;-97,1;24,5;0
970;97;-97;25;0
969;96,9;-96,9;25,5;0
968;96,8;-96,8;26;0
967;96,7;-96,7;26,5;0
966;96,6;-96,6;27;0
965;96,5;-96,5;27,5;0
964;96,4;-96,4;28;0
963;96,3;-96,3;28,5;0
962;96,2;-96,2;29;0
961;96,1;-96,1;29,5;0
960;96;-96;30;0
959;95,9;-95,9;30,5;0
958;95,8;-95,8;31;0
957;95,7;-95,7;31,5;0
956;95,6;-95,6;32;0
955;95,5;-95,5;32,5;0
954;95,4;-95,4;33;0
953;95,3;-95,3;33,5;0
952;95,2;-95,2;34;0
951;95,1;-95,1;34,5;0
950;95;-95;35;0
949;94,9;-94,9;35,5;0
948;94,8;-94,8;36;0
947;94,7;-94,7;36,5;0
946;94,6;-94,6;37;0
945;94,5;-94,5;37,5;0
944;94,4;-94,4;38;0
943;94,3;-94,3;38,5;0
942;94,2;-94,2;39;0
941;94,1;-94,1;39,5;0
940;94;-94;40;0
939;93,9;-93,9;40,5;0
938;93,8;-93,8;41;0
937;93,7;-93,7;41,5;0
936;93,6;-93,6;42;0
935;93,5;-93,5;42,5;0
934;93,4;-93,4;43;0
933;93,3;-93,3;43,5;0
932;93,2;-93,2;44;0
931;93,1;-93,1;44,5;0
930;93;-93;45;0
929;92,9;-92,9;45,5;0
928;92,8;-92,8;46;0
927;92,7;-92,7;46,5;0
926;92,6;-92,6;47;0
925;92,5;-92,5;47,5;0
924;92,4;-92,4;48;0
923;92,3;-92,3;48,5;0
922;92,2;-92,2;49;0
921;92,1;-92,1;49,5;0
920;92;-92;50;0
919;91,9;-91,9;50,5;0
918;91,8;-91,8;51;0
917;91,7;-91,7;51,5;0
916;91,6;-91,6;52;0
915;91,5;-91,5;52,5;0
914;91,4;-91,4;53;0
913;91,3;-91,3;53,5;0
912;91,2;-91,2;54;0
911;91,1;-91,1;54,5;0
910;91;-91;55;0
909;90,9;-90,9;55,5;0
908;90,8;-90,8;56;0
907;90,7;-90,7;56,5;0
906;90,6;-90,6;57;0
905;90,5;-90,5;57,5;0
904;90,4;-90,4;58;0
903;90,3;-90,3;58,5;0
902;90,2;-90,2;59;0
901;90,1;-90,1;59,5;0
900;90;-90;60;0
899;89,9;-89,9;60,5;0
898;89,8;-89,8;61;0
897;89,7;-89,7;61,5;0
896;89,6;-89,6;62;0
895;89,5;-89,5;62,5;0
894;89,4;-89,4;63;0
893;89,3;-89,3;63,5;0
892;89,2;-89,2;64;0
891;89,1;-89,1;64,5;0
890;89;-89;65;0
889;88,9;-88,9;65,5;0
888;88,8;-88,8;66;0
887;88,7;-88,7;66,5;0
886;88,6;-88,6;67;0
885;88,5;-88,5;67,5;0
884;88,4;-88,4;68;0
883;88,3;-88,3;68,5;0
882;88,2;-88,2;69;0
881;88,1;-88,1;69,5;0
880;88;-88;70;0
879;87,9;-87,9;70,5;0
878;87,8;-87,8;71;0
877;87,7;-87,7;71,5;0
876;87,6;-87,6;72;0
875;87,5;-87,5;72,5;0
874;87,4;-87,4;73;0
873;87,3;-87,3;73,5;0
872;87,2;-87,2;74;0
871;87,1;-87,1;74,5;0
870;87;-87;75;0
869;86,9;-86,9;75,5;0
868;86,8;-86,8;76;0
867;86,7;-86,7;76,5;0
866;86,6;-86,6;77;0
865;86,5;-86,5;77,5;0
864;86,4;-86,4;78;0
863;86,3;-86,3;78,5;0
862;86,2;-86,2;79;0
861;86,1;-86,1;79,5;0
860;86;-86;80;0
859;85,9;-85,9;80,5;0
858;85,8;-85,8;81;0
857;85,7;-85,7;81,5;0
856;85,6;-85,6;82;0
855;85,5;-85,5;82,5;0
854;85,4;-85,4;83;0
853;85,3;-85,3;83,5;0
852;85,2;-85,2;84;0
851;85,1;-85,1;84,5;0
850;85;-85;85;0
849;84,9;-84,9;85,5;0
848;84,8;-84,8;86;0
847;84,7;-84,7;86,5;0
846;84,6;-84,6;87;0
845;84,5;-84,5;87,5;0
844;84,4;-84,4;88;0
843;84,3;-84,3;88,5;0
842;84,2;-84,2;89;0
841;84,1;-84,1;89,5;0
840;84;-84;90;0
839;83,9;-83,9;90,5;0
838;83,8;-83,8;91;0
837;83,7;-83,7;91,5;0
836;83,6;-83,6;92;0
835;83,5;-83,5;92,5;0
834;83,4;-83,4;93;0
833;83,3;-83,3;93,5;0
832;83,2;-83,2;94;0
831;83,1;-83,1;94,5;0
830;83;-83;95;0
829;82,9;-82,9;95,5;0
828;82,8;-82,8;96;0
827;82,7;-82,7;96,5;0
826;82,6;-82,6;97;0
825;82,5;-82,5;97,5;0
824;82,4;-82,4;98;0
823;82,3;-82,3;98,5;0
822;82,2;-82,2;99;0
821;82,1;-82,1;99,5;0
820;82;-82;100;0
819;81,9;-81,9;100,5;0
818;81,8;-81,8;101;0
817;81,7;-81,7;101,5;0
816;81,6;-81,6;102;0
815;81,5;-81,5;102,5;0
814;81,4;-81,4;103;0
813;81,3;-81,3;103,5;0
812;81,2;-81,2;104;0
811;81,1;-81,1;104,5;0
810;81;-81;105;0
809;80,9;-80,9;105,5;0
808;80,8;-80,8;106;0
807;80,7;-80,7;106,5;0
806;80,6;-80,6;107;0
805;80,5;-80,5;107,5;0
804;80,4;-80,4;108;0
803;80,3;-80,3;108,5;0
802;80,2;-80,2;109;0
801;80,1;-80,1;109,5;0
600;50;80;120;1
598;49,99;80,1;120,1;1
596;49,98;80,2;120,2;1
594;49,97;80,3;120,3;1
592;49,96;80,4;120,4;1
590;49,95;80,5;120,5;1
588;49,94;80,6;120,6;1
586;49,93;80,7;120,7;1
584;49,92;80,8;120,8;1
582;49,91;80,9;120,9;1
580;49,9;81;121;1
578;49,89;81,1;121,1;1
576;49,88;81,2;121,2;1
574;49,87;81,3;121,3;1
572;49,86;81,4;121,4;1
570;49,85;81,5;121,5;1
568;49,84;81,6;121,6;1
566;49,83;81,7;121,7;1
564;49,82;81,8;121,8;1
562;49,81;81,9;121,9;1
560;49,8;82;122;1
558;49,79;82,1;122,1;1
556;49,78;82,2;122,2;1
554;49,77;82,3;122,3;1
552;49,76;82,4;122,4;1
550;49,75;82,5;122,5;1
548;49,74;82,6;122,6;1
546;49,73;82,7;122,7;1
544;49,72;82,8;122,8;1
542;49,71;82,9;122,9;1
540;49,7;83;123;1
538;49,69;83,1;123,1;1
536;49,68;83,2;123,2;1
534;49,67;83,3;123,3;1
532;49,66;83,4;123,4;1
530;49,65;83,5;123,5;1
528;49,64;83,6;123,6;1
526;49,63;83,7;123,7;1
524;49,62;83,8;123,8;1
522;49,61;83,9;123,9;1
520;49,6;84;124;1
518;49,59;84,1;124,1;1
516;49,58;84,2;124,2;1
514;49,57;84,3;124,3;1
512;49,56;84,4;124,4;1
510;49,55;84,5;124,5;1
508;49,54;84,6;124,6;1
506;49,53;84,7;124,7;1
504;49,52;84,8;124,8;1
502;49,51;84,9;124,9;1
500;49,5;85;125;1
498;49,49;85,1;125,1;1
496;49,48;85,2;125,2;1
494;49,47;85,3;125,3;1
492;49,46;85,4;125,4;1
490;49,45;85,5;125,5;1
488;49,44;85,6;125,6;1
486;49,43;85,7;125,7;1
484;49,42;85,8;125,8;1
482;49,41;85,9;125,9;1
480;49,4;86;126;1
478;49,39;86,1;126,1;1
476;49,38;86,2;126,2;1
474;49,37;86,3;126,3;1
472;49,36;86,4;126,4;1
470;49,35;86,5;126,5;1
468;49,34;86,6;126,6;1
466;49,33;86,7;126,7;1
464;49,32;86,8;126,8;1
462;49,31;86,9;126,9;1
460;49,3;87;127;1
458;49,29;87,1;127,1;1
456;49,28;87,2;127,2;1
454;49,27;87,3;127,3;1
452;49,26;87,4;127,4;1
450;49,25;87,5;127,5;1
448;49,24;87,6;127,6;1
446;49,23;87,7;127,7;1
444;49,22;87,8;127,8;1
442;49,21;87,9;127,9;1
440;49,2;88;128;1
438;49,19;88,1;128,1;1
436;49,18;88,2;128,2;1
434;49,17;88,3;128,3;1
432;49,16;88,4;128,4;1
430;49,15;88,5;128,5;1
428;49,14;88,6;128,6;1
426;49,13;88,7;128,7;1
424;49,12;88,8;128,8;1
422;49,11;88,9;128,9;1
420;49,1;89;129;1
418;49,09;89,1;129,1;1
416;49,08;89,2;129,2;1
414;49,07;89,3;129,3;1
412;49,06;89,4;129,4;1
410;49,05;89,5;129,5;1
408;49,04;89,6;129,6;1
406;49,03;89,7;129,7;1
404;49,02;89,8;129,8;1
402;49,01;89,9;129,9;1
400;49;90;130;1
398;48,99;90,1;130,1;1
396;48,98;90,2;130,2;1
394;48,97;90,3;130,3;1
392;48,96;90,4;130,4;1
390;48,95;90,5;130,5;1
388;48,94;90,6;130,6;1
386;48,93;90,7;130,7;1
384;48,92;90,8;130,8;1
382;48,91;90,9;130,9;1
380;48,9;91;131;1
378;48,89;91,1;131,1;1
376;48,88;91,2;131,2;1
374;48,87;91,3;131,3;1
372;48,86;91,4;131,4;1
370;48,85;91,5;131,5;1
368;48,84;91,6;131,6;1
366;48,83;91,7;131,7;1
364;48,82;91,8;131,8;1
362;48,81;91,9;131,9;1
360;48,8;92;132;1
358;48,79;92,1;132,1;1
356;48,78;92,2;132,2;1
354;48,77;92,3;132,3;1
352;48,76;92,4;132,4;1
350;48,75;92,5;132,5;1
348;48,74;92,6;132,6;1
346;48,73;92,7;132,7;1
344;48,72;92,8;132,8;1
342;48,71;92,9;132,9;1
340;48,7;93;133;1
338;48,69;93,1;133,1;1
336;48,68;93,2;133,2;1
334;48,67;93,3;133,3;1
332;48,66;93,4;133,4;1
330;48,65;93,5;133,5;1
328;48,64;93,6;133,6;1
326;48,63;93,7;133,7;1
324;48,62;93,8;133,8;1
322;48,61;93,9;133,9;1
320;48,6;94;134;1
318;48,59;94,1;134,1;1
316;48,58;94,2;134,2;1
314;48,57;94,3;134,3;1
312;48,56;94,4;134,4;1
310;48,55;94,5;134,5;1
308;48,54;94,6;134,6;1
306;48,53;94,7;134,7;1
304;48,52;94,8;134,8;1
302;48,51;94,9;134,9;1
300;48,5;95;135;1
298;48,49;95,1;135,1;1
296;48,48;95,2;135,2;1
294;48,47;95,3;135,3;1
292;48,46;95,4;135,4;1
290;48,45;95,5;135,5;1
288;48,44;95,6;135,6;1
286;48,43;95,7;135,7;1
284;48,42;95,8;135,8;1
282;48,41;95,9;135,9;1
280;48,4;96;136;1
278;48,39;96,1;136,1;1
276;48,38;96,2;136,2;1
274;48,37;96,3;136,3;1
272;48,36;96,4;136,4;1
270;48,35;96,5;136,5;1
268;48,34;96,6;136,6;1
266;48,33;96,7;136,7;1
264;48,32;96,8;136,8;1
262;48,31;96,9;136,9;1
260;48,3;97;137;1
258;48,29;97,1;137,1;1
256;48,28;97,2;137,2;1
254;48,27;97,3;137,3;1
252;48,26;97,4;137,4;1
250;48,25;97,5;137,5;1
248;48,24;97,6;137,6;1
246;48,23;97,7;137,7;1
244;48,22;97,8;137,8;1
242;48,21;97,9;137,9;1
240;48,2;98;138;1
238;48,19;98,1;138,1;1
236;48,18;98,2;138,2;1
234;48,17;98,3;138,3;1
232;48,16;98,4;138,4;1
230;48,15;98,5;138,5;1
228;48,14;98,6;138,6;1
226;48,13;98,7;138,7;1
224;48,12;98,8;138,8;1
222;48,11;98,9;138,9;1
220;48,1;99;139;1
218;48,09;99,1;139,1;1
216;48,08;99,2;139,2;1
214;48,07;99,3;139,3;1
212;48,06;99,4;139,4;1
210;48,05;99,5;139,5;1
208;48,04;99,6;139,6;1
206;48,03;99,7;139,7;1
204;48,02;99,8;139,8;1
202;48,01;99,9;139,9;1
200;48;100;140;1
198;47,99;100,1;140,1;1
196;47,98;100,2;140,2;1
194;47,97;100,3;140,3;1
192;47,96;100,4;140,4;1
190;47,95;100,5;140,5;1
188;47,94;100,6;140,6;1
186;47,93;100,7;140,7;1
184;47,92;100,8;140,8;1
182;47,91;100,9;140,9;1
180;47,9;101;141;1
178;47,89;101,1;141,1;1
176;47,88;101,2;141,2;1
174;47,87;101,3;141,3;1
172;47,86;101,4;141,4;1
170;47,85;101,5;141,5;1
168;47,84;101,6;141,6;1
166;47,83;101,7;141,7;1
164;47,82;101,8;141,8;1
162;47,81;101,9;141,9;1
160;47,8;102;142;1
158;47,79;102,1;142,1;1
156;47,78;102,2;142,2;1
154;47,77;102,3;142,3;1
152;47,76;102,4;142,4;1
150;47,75;102,5;142,5;1
148;47,74;102,6;142,6;1
146;47,73;102,7;142,7;1
144;47,72;102,8;142,8;1
142;47,71;102,9;142,9;1
140;47,7;103;143;1
138;47,69;103,1;143,1;1
136;47,68;103,2;143,2;1
134;47,67;103,3;143,3;1
132;47,66;103,4;143,4;1
130;47,65;103,5;143,5;1
128;47,64;103,6;143,6;1
126;47,63;103,7;143,7;1
124;47,62;103,8;143,8;1
122;47,61;103,9;143,9;1
120;47,6;104;144;1
118;47,59;104,1;144,1;1
116;47,58;104,2;144,2;1
114;47,57;104,3;144,3;1
112;47,56;104,4;144,4;1
110;47,55;104,5;144,5;1
108;47,54;104,6;144,6;1
106;47,53;104,7;144,7;1
104;47,52;104,8;144,8;1
102;47,51;104,9;144,9;1
100;47,5;105;145;1
98;47,49;105,1;145,1;1
96;47,48;105,2;145,2;1
94;47,47;105,3;145,3;1
92;47,46;105,4;145,4;1
90;47,45;105,5;145,5;1
88;47,44;105,6;145,6;1
86;47,43;105,7;145,7;1
84;47,42;105,8;145,8;1
82;47,41;105,9;145,9;1
80;47,4;106;146;1
78;47,39;106,1;146,1;1
76;47,38;106,2;146,2;1
74;47,37;106,3;146,3;1
72;47,36;106,4;146,4;1
70;47,35;106,5;146,5;1
68;47,34;106,6;146,6;1
66;47,33;106,7;146,7;1
64;47,32;106,8;146,8;1
62;47,31;106,9;146,9;1
60;47,3;107;147;1
58;47,29;107,1;147,1;1
56;47,28;107,2;147,2;1
54;47,27;107,3;147,3;1
52;47,26;107,4;147,4;1
50;47,25;107,5;147,5;1
48;47,24;107,6;147,6;1
46;47,23;107,7;147,7;1
44;47,22;107,8;147,8;1
42;47,21;107,9;147,9;1
40;47,2;108;148;1
38;47,19;108,1;148,1;1
36;47,18;108,2;148,2;1
34;47,17;108,3;148,3;1
32;47,16;108,4;148,4;1
30;47,15;108,5;148,5;1
28;47,14;108,6;148,6;1
26;47,13;108,7;148,7;1
24;47,12;108,8;148,8;1
22;47,11;108,9;148,9;1
20;47,1;109;149;1
18;47,09;109,1;149,1;1
16;47,08;109,2;149,2;1
14;47,07;109,3;149,3;1
12;47,06;109,4;149,4;1
10;47,05;109,5;149,5;1
8;47,04;109,6;149,6;1
6;47,03;109,7;149,7;1
4;47,02;109,8;149,8;1
2;47,01;109,9;149,9;1
